time;open;high;low;close;Volume;Futures Open Interest;;;;
2015-01-08;1437.2000000000062;1440.2000000000062;1313.6000000000063;1348.800000000006;1565105;105242;;;;
2015-01-09;1330.6000000000063;1478.6000000000063;1271.6000000000063;1356.800000000006;1713171;88364;;;;
2015-01-12;1327.6000000000063;1335.6000000000063;1224.2000000000062;1294.4000000000065;1268691;81457;;;;
2015-01-13;1296.4000000000065;1329.4000000000065;1261.800000000006;1278.0000000000064;1104965;77162;;;;
2015-01-14;1296.6000000000063;1324.0000000000064;1232.2000000000062;1258.4000000000065;1026731;63228;;;;
2015-01-15;1259.0000000000064;1396.8000000000065;1244.6000000000063;1360.6000000000063;808954;101476;;;;
2015-01-16;1397.2000000000066;1424.4000000000065;1372.2000000000066;1395.0000000000064;1188668;114442;;;;
2015-01-19;1230.2000000000066;1230.2000000000066;1026.6000000000063;1032.2000000000066;1063324;117624;;;;
2015-01-20;1013.4000000000065;1159.2000000000066;1010.4000000000065;1114.8000000000065;1734080;105907;;;;
2015-01-21;1115.4000000000065;1292.2000000000066;1115.4000000000065;1264.4000000000065;1459796;112574;;;;
2015-01-22;1265.4000000000065;1305.4000000000065;1234.6000000000063;1284.4000000000065;1192074;108107;;;;
2015-01-23;1290.0000000000064;1359.4000000000065;1262.0000000000064;1289.0000000000064;1448937;103279;;;;
2015-01-26;1315.4000000000065;1345.6000000000063;1281.8000000000065;1331.0000000000064;1064911;107650;;;;
2015-01-27;1349.8000000000065;1353.4000000000065;1218.6000000000063;1295.4000000000065;1322288;108253;;;;
2015-01-28;1277.6000000000063;1314.0000000000064;1221.4000000000065;1244.8000000000065;1367393;108348;;;;
2015-01-29;1188.4000000000065;1227.0000000000064;1161.2000000000066;1203.0000000000064;1232704;102412;;;;
2015-01-30;1216.8000000000065;1243.2000000000066;1130.4000000000065;1167.4000000000065;1374952;104079;;;;
2015-02-02;1067.4000000000065;1137.4000000000065;1063.4000000000065;1083.6000000000063;1094811;110408;;;;
2015-02-03;1110.4000000000065;1177.6000000000063;1091.0000000000064;1158.8000000000065;1224371;115571;;;;
2015-02-04;1182.4000000000065;1219.0000000000064;1093.4000000000065;1136.0000000000064;1228877;117899;;;;
2015-02-05;1210.2000000000066;1247.4000000000065;1056.0000000000064;1110.2000000000066;1513768;112731;;;;
2015-02-06;1071.8000000000065;1100.8000000000065;997.6000000000063;1032.0000000000064;1318691;102940;;;;
2015-02-09;1039.6000000000063;1110.6000000000063;1026.0000000000064;1074.8000000000065;1240607;97718;;;;
2015-02-10;1086.0000000000064;1150.8000000000065;1064.4000000000065;1124.2000000000066;1263639;95890;;;;
2015-02-11;1154.0000000000064;1180.0000000000064;1143.4000000000065;1160.0000000000064;1011176;90564;;;;
2015-02-12;1160.0000000000064;1180.4000000000065;1129.4000000000065;1172.0000000000064;817005;79157;;;;
2015-02-13;1173.2000000000066;1241.6000000000063;1168.0000000000064;1193.0000000000064;870585;63779;;;;
2015-02-16;1178.4000000000065;1220.2000000000066;1178.4000000000065;1213.2000000000066;327353;35118;;;;
2015-02-17;1220.4000000000065;1250.4000000000065;1219.2000000000066;1232.2000000000066;173039;15389;;;;
2015-02-25;1238.4000000000065;1243.2000000000066;1143.4000000000065;1159.6000000000063;847148;154073;;;;
2015-02-26;1162.4000000000065;1291.2000000000066;1148.0000000000064;1261.2000000000066;1058250;169886;;;;
2015-02-27;1289.2000000000066;1298.4000000000065;1246.4000000000065;1264.4000000000065;960924;164194;;;;
2015-03-02;1304.4000000000065;1310.4000000000065;1252.4000000000065;1285.0000000000064;1150857;160461;;;;
2015-03-03;1275.0000000000064;1275.4000000000065;1182.0000000000064;1201.6000000000063;1131315;154446;;;;
2015-03-04;1206.8000000000065;1237.2000000000066;1177.2000000000066;1215.0000000000064;1180790;158544;;;;
2015-03-05;1204.4000000000065;1208.0000000000064;1147.6000000000063;1170.6000000000063;1189131;154214;;;;
2015-03-06;1183.0000000000064;1203.6000000000063;1155.0000000000064;1163.6000000000063;1017878;152092;;;;
2015-03-09;1145.6000000000063;1249.4000000000065;1094.8000000000065;1233.8000000000065;1210246;150929;;;;
2015-03-10;1245.6000000000063;1246.2000000000066;1195.6000000000063;1212.0000000000064;1061772;147498;;;;
2015-03-11;1192.4000000000065;1273.0000000000064;1186.4000000000065;1211.6000000000063;1232780;151667;;;;
2015-03-12;1233.2000000000066;1303.8000000000065;1229.4000000000065;1289.4000000000065;1320085;146658;;;;
2015-03-13;1284.4000000000065;1326.2000000000066;1271.8000000000065;1289.8000000000065;1167051;130648;;;;
2015-03-16;1292.4000000000065;1392.4000000000065;1291.8000000000065;1383.0000000000064;1066131;131638;;;;
2015-03-17;1399.4000000000065;1441.2000000000066;1393.8000000000065;1420.0000000000064;1099739;85777;;;;
