time;open;high;low;close;Volume;;;;;
2015-01-05;3566.0891;3669.042;3551.51;3641.541;451198100;;;;;
2015-01-06;3608.428;3683.2261;3587.231;3641.0591;420962200;;;;;
2015-01-07;3620.9241;3671.1899;3601.698;3643.79;320191200;;;;;
2015-01-08;3650.073;3659.9451;3552.1001;3559.259;295003000;;;;;
2015-01-09;3547.574;3689.7529;3536.395;3546.7229;349982700;;;;;
2015-01-12;3531.5149;3560.5271;3461.322;3513.575;266567200;;;;;
2015-01-13;3506.4509;3550.158;3494.7681;3514.0391;187154000;;;;;
2015-01-14;3522.907;3547.2419;3471.5601;3502.4231;196012500;;;;;
2015-01-15;3501.719;3604.1211;3482.27;3604.1211;237812300;;;;;
2015-01-16;3616.2471;3662.158;3601.2581;3635.146;282681600;;;;;
2015-01-19;3414.0129;3497.252;3330.981;3355.155;329505300;;;;;
2015-01-20;3336.793;3419.2041;3325.6809;3396.2219;297843200;;;;;
2015-01-21;3420.49;3557.7939;3409.4299;3548.885;337928200;;;;;
2015-01-22;3551.052;3576.7561;3520.053;3567.613;268853600;;;;;
2015-01-23;3582.0879;3627.8059;3548.626;3571.7319;280172200;;;;;
2015-01-26;3580.1179;3611.6169;3559.376;3607.9851;239766200;;;;;
2015-01-27;3614.0381;3616.2581;3510.0171;3574.9309;287669200;;;;;
2015-01-28;3547.239;3583.312;3512.3931;3525.323;216220200;;;;;
2015-01-29;3474.915;3505.582;3453.9009;3481.7981;211618900;;;;;
2015-01-30;3496.885;3514.217;3431.936;3434.3899;196479200;;;;;
2015-02-02;3360.1931;3407.2561;3347.085;3353.96;195183700;;;;;
2015-02-03;3388.6021;3441.709;3360.717;3437.4451;192846100;;;;;
2015-02-04;3446.144;3476.8169;3399.5649;3401.7681;191304300;;;;;
2015-02-05;3487.95;3487.95;3366.8621;3366.946;250430600;;;;;
2015-02-06;3352.3301;3374.051;3285.9351;3312.4199;192664200;;;;;
2015-02-09;3305.7329;3376.5259;3298.5969;3345.9209;172353800;;;;;
2015-02-10;3345.0769;3407.1799;3339.5481;3406.9431;159309100;;;;;
2015-02-11;3415.9771;3445.655;3412.136;3434.124;144613800;;;;;
2015-02-12;3435.3611;3453.582;3405.626;3442.874;156081700;;;;;
2015-02-13;3458.8269;3509.5049;3452.0791;3469.8279;201090000;;;;;
2015-02-16;3473.2891;3504.4751;3466.6069;3499.4829;165641300;;;;;
2015-02-17;3511.5439;3536.8201;3511.093;3522.322;165328300;;;;;
2015-02-25;3529.55;3529.55;3463.9551;3478.729;165539400;;;;;
2015-02-26;3473.7129;3569.3301;3456.8711;3566.2949;229328400;;;;;
2015-02-27;3565.2329;3594.813;3560.4551;3572.843;222786400;;;;;
2015-03-02;3603.4519;3608.6909;3566.5271;3601.2649;248176100;;;;;
2015-03-03;3579.3149;3579.3149;3504.2009;3507.8999;261866500;;;;;
2015-03-04;3514.666;3540.9121;3497.1721;3530.822;199664000;;;;;
2015-03-05;3513.249;3517.083;3467.676;3496.344;217508800;;;;;
2015-03-06;3501.1841;3516.2429;3472.3921;3478.52;181518100;;;;;
2015-03-09;3449.696;3546.7051;3417.4861;3537.75;233940400;;;;;
2015-03-10;3523.6399;3551.2051;3511.9851;3520.6111;194267700;;;;;
2015-03-11;3524.575;3568.916;3512.218;3524.6531;188947800;;;;;
2015-03-12;3557.686;3603.3411;3536.5339;3592.844;265664600;;;;;
2015-03-13;3604.6709;3641.3921;3594.7419;3617.657;246864800;;;;;
2015-03-16;3641.7729;3705.739;3621.1189;3705.6709;275438300;;;;;
2015-03-17;3733.9609;3762.575;3716.8091;3757.1221;371625700;;;;;
2015-03-18;3769.0859;3846.0549;3763.8479;3846.0549;415190000;;;;;
2015-03-19;3851.249;3859.126;3809.7061;3839.739;391547600;;;;;
2015-03-20;3852.4919;3916.863;3832.416;3892.574;401817600;;;;;
2015-03-23;3923.083;3972.2959;3922.21;3972.061;391119900;;;;;
2015-03-24;3980.0659;3989.8579;3883.782;3973.0459;468581300;;;;;
2015-03-25;3961.5779;3980.7161;3913.988;3940.4121;379968900;;;;;
2015-03-26;3921.7451;3991.9971;3892.8779;3949.999;346756300;;;;;
2015-03-27;3957.542;3993.032;3932.8701;3971.697;298756100;;;;;
2015-03-30;3999.0239;4101.6509;3999.0239;4088.178;428297000;;;;;
2015-03-31;4138.8848;4166.0181;4037.771;4051.2041;436065600;;;;;
2015-04-01;4057.501;4139.499;4046.939;4123.895;329512900;;;;;
2015-04-02;4149.9458;4156.8418;4068.6489;4124.7759;339070500;;;;;
2015-04-03;4104.6719;4170.5581;4092.3831;4170.5381;321303800;;;;;
2015-04-07;4213.894;4260.4712;4197.019;4260.0439;415362700;;;;;
2015-04-08;4277.4502;4304.7798;4204.8262;4295.8032;458676700;;;;;
2015-04-09;4316.958;4332.166;4212.6108;4262.1382;439699900;;;;;
2015-04-10;4249.3828;4351.687;4231.1958;4344.416;348190200;;;;;
2015-04-13;4394.0469;4432.0239;4361.5889;4421.0732;434153000;;;;;
2015-04-14;4432.126;4474.353;4385.9082;4438.1841;434432100;;;;;
2015-04-15;4439.314;4475.9971;4379.6089;4380.5132;472154100;;;;;
2015-04-16;4355.4912;4513.7651;4335.6299;4513.5459;422603800;;;;;
2015-04-17;4578.6792;4630.27;4553.9038;4596.1362;552802700;;;;;
2015-04-20;4615.0342;4671.168;4492.6001;4521.9189;686439100;;;;;
2015-04-21;4520.4609;4620.0581;4504.5581;4619.1641;490315000;;;;;
2015-04-22;4637.0552;4740.9331;4632.5889;4739.814;516213800;;;;;
2015-04-23;4764.481;4782.0439;4693.9668;4740.8921;497431000;;;;;
2015-04-24;4682.626;4730.4302;4618.3179;4702.6411;480152900;;;;;
2015-04-27;4753.8711;4810.4849;4735.3101;4807.5918;513076600;;;;;
2015-04-28;4811.3188;4839.0781;4703.5669;4741.8608;608638500;;;;;
2015-04-29;4722.9028;4797.9268;4695.793;4774.3262;395057000;;;;;
2015-04-30;4788.4121;4818.7251;4749.4849;4749.8862;399727400;;;;;
2015-05-04;4757.6372;4795.915;4699.3979;4787.7412;377843900;;;;;
2015-05-05;4785.1919;4785.1919;4572.9829;4596.8369;460419600;;;;;
2015-05-06;4626.231;4700.9092;4511.7612;4553.3271;376073700;;;;;
2015-05-07;4520.8179;4546.3379;4467.459;4470.0889;297759200;;;;;
2015-05-08;4515.5542;4559.0581;4445.5918;4558.4038;302408000;;;;;
2015-05-11;4582.0908;4690.9541;4535.1489;4690.5322;373838400;;;;;
2015-05-12;4692.1221;4748.0039;4660.0161;4747.4209;377053900;;;;;
2015-05-13;4746.7129;4758.002;4678.8452;4718.436;370730400;;;;;
2015-05-14;4717.9551;4735.2842;4670.167;4700.7778;337725200;;;;;
2015-05-15;4690.7549;4690.7549;4592.0498;4617.4702;328431200;;;;;
2015-05-18;4582.0581;4623.3828;4565.0601;4575.1401;269180500;;;;;
2015-05-19;4577.6372;4740.0049;4577.6372;4731.2222;314786000;;;;;
2015-05-20;4751.5718;4843.1001;4745.21;4754.9189;363180800;;;;;
2015-05-21;4768.689;4841.6152;4746.0288;4840.9761;305054500;;;;;
2015-05-22;4895.9248;4951.9912;4870.5981;4951.335;455846700;;;;;
2015-05-25;4949.1099;5099.8389;4949.1099;5099.4951;465736600;;;;;
2015-05-26;5140.7979;5199.2949;5063.146;5198.918;487949400;;;;;
2015-05-27;5216.1699;5226.8442;5126.8608;5181.4341;470798700;;;;;
2015-05-28;5174.1011;5213.1831;4831.3291;4834.0068;571829100;;;;;
2015-05-29;4839.5298;4924.3032;4665.521;4840.8291;427878900;;;;;
2015-06-01;4862.7559;5079.3188;4835.7739;5076.1792;417503700;;;;;
2015-06-02;5091.272;5162.5562;5047.0811;5161.8701;412973200;;;;;
2015-06-03;5176.5972;5186.9668;5059.4951;5143.5898;414258300;;;;;
2015-06-04;5156.0122;5194.2329;4863.4648;5181.416;482767300;;;;;
2015-06-05;5254.9048;5288.3398;5104.1782;5230.5518;545961200;;;;;
2015-06-08;5259.4082;5370.6089;5202.5952;5353.751;637313200;;;;;
2015-06-09;5379.4702;5380.4258;5251.208;5317.4609;570427300;;;;;
2015-06-10;5254.3042;5374.8301;5209.6802;5309.1118;442165700;;;;;
2015-06-11;5305.1411;5329.2949;5248.1631;5306.5898;392338800;;;;;
2015-06-12;5329.2778;5351.6479;5283.0859;5335.1152;430131400;;;;;
